t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0001	0.0000	0.0173	0.0000	0.0001	0.0000
60.0200	0.0003	0.0000	0.0345	0.0000	0.0003	0.0000
60.0300	0.0008	0.0000	0.0515	0.0000	0.0008	0.0000
60.0400	0.0014	0.0000	0.0683	0.0000	0.0014	0.0000
60.0500	0.0021	0.0000	0.0849	0.0001	0.0021	0.0000
60.0600	0.0031	0.0000	0.1013	0.0001	0.0031	0.0000
60.0700	0.0042	0.0000	0.1173	0.0002	0.0042	0.0000
60.0800	0.0054	0.0000	0.1331	0.0002	0.0054	0.0000
60.0900	0.0068	0.0000	0.1485	0.0003	0.0068	0.0000
60.1000	0.0084	0.0000	0.1635	0.0004	0.0084	0.0000
60.1100	0.0101	0.0000	0.1782	0.0006	0.0101	0.0000
60.1200	0.0120	0.0000	0.1925	0.0007	0.0119	0.0000
60.1300	0.0139	0.0000	0.2064	0.0009	0.0139	0.0000
60.1400	0.0161	0.0000	0.2199	0.0012	0.0160	0.0000
60.1500	0.0183	0.0001	0.2329	0.0014	0.0183	0.0001
60.1600	0.0207	0.0001	0.2455	0.0017	0.0207	0.0001
60.1700	0.0233	0.0001	0.2576	0.0020	0.0232	0.0001
60.1800	0.0259	0.0001	0.2693	0.0024	0.0258	0.0001
60.1900	0.0286	0.0001	0.2804	0.0028	0.0285	0.0001
60.2000	0.0315	0.0002	0.2911	0.0032	0.0313	0.0002
60.2100	0.0345	0.0002	0.3013	0.0037	0.0343	0.0002
60.2200	0.0375	0.0002	0.3109	0.0042	0.0373	0.0002
60.2300	0.0407	0.0003	0.3200	0.0048	0.0404	0.0003
60.2400	0.0439	0.0003	0.3286	0.0054	0.0436	0.0003
60.2500	0.0472	0.0004	0.3366	0.0061	0.0468	0.0004
60.2600	0.0506	0.0005	0.3441	0.0068	0.0502	0.0005
60.2700	0.0541	0.0005	0.3510	0.0075	0.0536	0.0005
60.2800	0.0577	0.0006	0.3573	0.0083	0.0571	0.0006
60.2900	0.0613	0.0007	0.3631	0.0092	0.0606	0.0007
60.3000	0.0649	0.0008	0.3684	0.0101	0.0641	0.0008
60.3100	0.0686	0.0009	0.3731	0.0110	0.0677	0.0009
60.3200	0.0724	0.0010	0.3773	0.0120	0.0714	0.0010
60.3300	0.0762	0.0011	0.3810	0.0130	0.0750	0.0011
60.3400	0.0800	0.0013	0.3843	0.0141	0.0787	0.0013
60.3500	0.0839	0.0014	0.3870	0.0153	0.0824	0.0014
60.3600	0.0877	0.0016	0.3893	0.0165	0.0862	0.0016
60.3700	0.0917	0.0018	0.3911	0.0177	0.0899	0.0018
60.3800	0.0956	0.0019	0.3923	0.0190	0.0936	0.0019
60.3900	0.0995	0.0021	0.3931	0.0204	0.0974	0.0021
60.4000	0.1034	0.0023	0.3933	0.0217	0.1011	0.0023
60.4100	0.1074	0.0026	0.3930	0.0232	0.1048	0.0026
60.4200	0.1113	0.0028	0.3921	0.0247	0.1085	0.0028
60.4300	0.1152	0.0031	0.3908	0.0262	0.1121	0.0031
60.4400	0.1191	0.0033	0.3889	0.0278	0.1158	0.0033
60.4500	0.1230	0.0036	0.3864	0.0294	0.1194	0.0036
60.4600	0.1268	0.0039	0.3835	0.0310	0.1229	0.0039
60.4700	0.1306	0.0042	0.3801	0.0328	0.1264	0.0042
60.4800	0.1344	0.0046	0.3761	0.0345	0.1298	0.0046
60.4900	0.1382	0.0049	0.3717	0.0363	0.1332	0.0049
60.5000	0.1419	0.0053	0.3668	0.0381	0.1366	0.0053
60.5100	0.1455	0.0057	0.3614	0.0400	0.1398	0.0057
60.5200	0.1491	0.0061	0.3556	0.0419	0.1430	0.0061
60.5300	0.1526	0.0065	0.3493	0.0438	0.1461	0.0065
60.5400	0.1561	0.0070	0.3427	0.0458	0.1491	0.0070
60.5500	0.1595	0.0074	0.3356	0.0477	0.1520	0.0074
60.5600	0.1628	0.0079	0.3282	0.0498	0.1549	0.0079
60.5700	0.1660	0.0084	0.3204	0.0518	0.1576	0.0084
60.5800	0.1692	0.0090	0.3124	0.0539	0.1602	0.0090
60.5900	0.1723	0.0095	0.3040	0.0560	0.1628	0.0095
60.6000	0.1753	0.0101	0.2953	0.0581	0.1652	0.0101
60.6100	0.1782	0.0107	0.2864	0.0602	0.1675	0.0107
60.6200	0.1810	0.0113	0.2773	0.0623	0.1697	0.0113
60.6300	0.1838	0.0119	0.2679	0.0645	0.1718	0.0119
60.6400	0.1864	0.0126	0.2584	0.0667	0.1738	0.0126
60.6500	0.1889	0.0133	0.2486	0.0688	0.1757	0.0133
60.6600	0.1914	0.0140	0.2388	0.0710	0.1774	0.0140
60.6700	0.1937	0.0147	0.2287	0.0732	0.1790	0.0147
60.6800	0.1959	0.0154	0.2186	0.0754	0.1805	0.0154
60.6900	0.1981	0.0162	0.2084	0.0776	0.1819	0.0162
60.7000	0.2001	0.0170	0.1981	0.0798	0.1831	0.0170
60.7100	0.2020	0.0178	0.1877	0.0819	0.1842	0.0178
60.7200	0.2038	0.0186	0.1773	0.0841	0.1852	0.0186
60.7300	0.2055	0.0195	0.1669	0.0863	0.1861	0.0195
60.7400	0.2072	0.0203	0.1564	0.0884	0.1868	0.0203
60.7500	0.2087	0.0212	0.1460	0.0906	0.1874	0.0212
60.7600	0.2101	0.0221	0.1356	0.0927	0.1879	0.0221
60.7700	0.2114	0.0231	0.1253	0.0948	0.1883	0.0231
60.7800	0.2126	0.0240	0.1150	0.0968	0.1885	0.0240
60.7900	0.2137	0.0250	0.1048	0.0989	0.1887	0.0250
60.8000	0.2147	0.0260	0.0946	0.1009	0.1886	0.0260
60.8100	0.2156	0.0270	0.0845	0.1029	0.1885	0.0270
60.8200	0.2164	0.0281	0.0744	0.1049	0.1883	0.0281
60.8300	0.2171	0.0291	0.0645	0.1068	0.1879	0.0291
60.8400	0.2177	0.0302	0.0547	0.1087	0.1874	0.0302
60.8500	0.2182	0.0313	0.0451	0.1105	0.1868	0.0313
60.8600	0.2186	0.0324	0.0356	0.1123	0.1861	0.0324
60.8700	0.2189	0.0336	0.0263	0.1141	0.1853	0.0336
60.8800	0.2191	0.0347	0.0172	0.1158	0.1844	0.0347
60.8900	0.2192	0.0359	0.0083	0.1175	0.1833	0.0359
60.9000	0.2193	0.0371	-0.0004	0.1191	0.1822	0.0371
60.9100	0.2192	0.0383	-0.0088	0.1207	0.1810	0.0383
60.9200	0.2191	0.0395	-0.0169	0.1222	0.1796	0.0395
60.9300	0.2189	0.0407	-0.0248	0.1236	0.1782	0.0407
60.9400	0.2186	0.0419	-0.0324	0.1250	0.1766	0.0419
60.9500	0.2182	0.0432	-0.0397	0.1264	0.1750	0.0432
60.9600	0.2178	0.0445	-0.0467	0.1277	0.1733	0.0445
60.9700	0.2173	0.0458	-0.0534	0.1289	0.1715	0.0458
60.9800	0.2167	0.0470	-0.0598	0.1301	0.1697	0.0470
60.9900	0.2161	0.0484	-0.0659	0.1312	0.1677	0.0484
61.0000	0.2154	0.0497	-0.0716	0.1322	0.1657	0.0497
61.0100	0.2146	0.0510	-0.0770	0.1332	0.1637	0.0510
61.0200	0.2139	0.0523	-0.0820	0.1341	0.1615	0.0523
61.0300	0.2130	0.0537	-0.0867	0.1349	0.1593	0.0537
61.0400	0.2121	0.0550	-0.0911	0.1357	0.1571	0.0550
61.0500	0.2112	0.0564	-0.0951	0.1364	0.1548	0.0564
61.0600	0.2102	0.0578	-0.0988	0.1370	0.1525	0.0578
61.0700	0.2092	0.0591	-0.1021	0.1375	0.1501	0.0591
61.0800	0.2082	0.0605	-0.1050	0.1380	0.1477	0.0605
61.0900	0.2071	0.0619	-0.1076	0.1384	0.1452	0.0619
61.1000	0.2060	0.0633	-0.1097	0.1387	0.1427	0.0633
61.1100	0.2049	0.0647	-0.1115	0.1390	0.1403	0.0647
61.1200	0.2038	0.0661	-0.1129	0.1392	0.1377	0.0661
61.1300	0.2027	0.0674	-0.1139	0.1393	0.1352	0.0674
61.1400	0.2015	0.0688	-0.1146	0.1393	0.1327	0.0688
61.1500	0.2004	0.0702	-0.1148	0.1392	0.1301	0.0702
61.1600	0.1992	0.0716	-0.1147	0.1391	0.1276	0.0716
61.1700	0.1981	0.0730	-0.1142	0.1389	0.1251	0.0730
61.1800	0.1969	0.0744	-0.1133	0.1386	0.1225	0.0744
61.1900	0.1958	0.0758	-0.1120	0.1383	0.1200	0.0758
61.2000	0.1947	0.0772	-0.1104	0.1379	0.1175	0.0772
61.2100	0.1936	0.0785	-0.1085	0.1374	0.1151	0.0785
61.2200	0.1925	0.0799	-0.1062	0.1368	0.1126	0.0799
61.2300	0.1915	0.0813	-0.1035	0.1361	0.1102	0.0813
61.2400	0.1905	0.0826	-0.1006	0.1354	0.1078	0.0826
61.2500	0.1895	0.0840	-0.0974	0.1346	0.1055	0.0840
61.2600	0.1885	0.0853	-0.0938	0.1338	0.1032	0.0853
61.2700	0.1876	0.0867	-0.0900	0.1328	0.1009	0.0867
61.2800	0.1867	0.0880	-0.0859	0.1318	0.0987	0.0880
61.2900	0.1859	0.0893	-0.0816	0.1308	0.0966	0.0893
61.3000	0.1851	0.0906	-0.0769	0.1296	0.0945	0.0906
61.3100	0.1843	0.0919	-0.0720	0.1284	0.0924	0.0919
61.3200	0.1836	0.0932	-0.0668	0.1272	0.0904	0.0932
61.3300	0.1830	0.0944	-0.0614	0.1258	0.0885	0.0944
61.3400	0.1824	0.0957	-0.0558	0.1244	0.0867	0.0957
61.3500	0.1819	0.0969	-0.0499	0.1230	0.0849	0.0969
61.3600	0.1814	0.0981	-0.0438	0.1215	0.0832	0.0981
61.3700	0.1810	0.0994	-0.0375	0.1199	0.0816	0.0994
61.3800	0.1807	0.1005	-0.0311	0.1183	0.0801	0.1005
61.3900	0.1804	0.1017	-0.0244	0.1166	0.0787	0.1017
61.4000	0.1802	0.1029	-0.0177	0.1149	0.0773	0.1029
61.4100	0.1800	0.1040	-0.0108	0.1131	0.0760	0.1040
61.4200	0.1800	0.1051	-0.0038	0.1113	0.0748	0.1051
61.4300	0.1800	0.1062	0.0033	0.1094	0.0737	0.1062
61.4400	0.1800	0.1073	0.0105	0.1075	0.0727	0.1073
61.4500	0.1802	0.1084	0.0177	0.1055	0.0718	0.1084
61.4600	0.1804	0.1094	0.0249	0.1035	0.0710	0.1094
61.4700	0.1807	0.1105	0.0321	0.1014	0.0702	0.1105
61.4800	0.1810	0.1115	0.0393	0.0993	0.0696	0.1115
61.4900	0.1815	0.1124	0.0464	0.0972	0.0690	0.1124
61.5000	0.1820	0.1134	0.0535	0.0951	0.0686	0.1134
61.5100	0.1825	0.1143	0.0605	0.0929	0.0682	0.1143
61.5200	0.1832	0.1153	0.0675	0.0907	0.0679	0.1153
61.5300	0.1839	0.1162	0.0745	0.0884	0.0677	0.1162
61.5400	0.1847	0.1170	0.0815	0.0862	0.0676	0.1170
61.5500	0.1855	0.1179	0.0883	0.0839	0.0676	0.1179
61.5600	0.1864	0.1187	0.0951	0.0815	0.0677	0.1187
61.5700	0.1874	0.1195	0.1018	0.0792	0.0679	0.1195
61.5800	0.1884	0.1203	0.1084	0.0768	0.0681	0.1203
61.5900	0.1896	0.1211	0.1149	0.0745	0.0685	0.1211
