t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0003	0.0000	0.0520	0.0000	0.0003	0.0000
60.0200	0.0010	0.0000	0.1040	0.0000	0.0010	0.0000
60.0300	0.0023	0.0000	0.1561	0.0000	0.0023	0.0000
60.0400	0.0042	0.0000	0.2080	0.0001	0.0042	0.0000
60.0500	0.0065	0.0000	0.2598	0.0002	0.0065	0.0000
60.0600	0.0094	0.0000	0.3112	0.0003	0.0094	0.0000
60.0700	0.0127	0.0000	0.3620	0.0005	0.0127	0.0000
60.0800	0.0166	0.0000	0.4119	0.0007	0.0166	0.0000
60.0900	0.0210	0.0000	0.4610	0.0010	0.0209	0.0000
60.1000	0.0258	0.0000	0.5088	0.0013	0.0258	0.0000
60.1100	0.0311	0.0000	0.5555	0.0018	0.0311	0.0000
60.1200	0.0369	0.0001	0.6008	0.0023	0.0368	0.0001
60.1300	0.0431	0.0001	0.6447	0.0029	0.0430	0.0001
60.1400	0.0498	0.0001	0.6871	0.0036	0.0497	0.0001
60.1500	0.0569	0.0002	0.7281	0.0044	0.0567	0.0002
60.1600	0.0644	0.0002	0.7678	0.0053	0.0641	0.0002
60.1700	0.0722	0.0003	0.8059	0.0063	0.0720	0.0003
60.1800	0.0805	0.0003	0.8425	0.0074	0.0801	0.0003
60.1900	0.0891	0.0004	0.8775	0.0086	0.0887	0.0004
60.2000	0.0980	0.0005	0.9108	0.0100	0.0975	0.0005
60.2100	0.1073	0.0006	0.9423	0.0115	0.1067	0.0006
60.2200	0.1169	0.0007	0.9719	0.0131	0.1161	0.0007
60.2300	0.1267	0.0009	0.9998	0.0149	0.1258	0.0009
60.2400	0.1368	0.0010	1.0257	0.0168	0.1358	0.0010
60.2500	0.1472	0.0012	1.0497	0.0189	0.1460	0.0012
60.2600	0.1578	0.0014	1.0717	0.0210	0.1564	0.0014
60.2700	0.1687	0.0016	1.0918	0.0234	0.1670	0.0016
60.2800	0.1797	0.0019	1.1100	0.0259	0.1778	0.0019
60.2900	0.1908	0.0022	1.1262	0.0285	0.1887	0.0022
60.3000	0.2022	0.0025	1.1408	0.0313	0.1997	0.0025
60.3100	0.2136	0.0028	1.1539	0.0342	0.2108	0.0028
60.3200	0.2252	0.0031	1.1658	0.0373	0.2221	0.0031
60.3300	0.2370	0.0035	1.1765	0.0406	0.2334	0.0035
60.3400	0.2488	0.0040	1.1861	0.0440	0.2448	0.0040
60.3500	0.2607	0.0044	1.1948	0.0475	0.2563	0.0044
60.3600	0.2727	0.0049	1.2024	0.0513	0.2678	0.0049
60.3700	0.2848	0.0054	1.2091	0.0551	0.2794	0.0054
60.3800	0.2969	0.0060	1.2148	0.0591	0.2909	0.0060
60.3900	0.3091	0.0066	1.2194	0.0633	0.3025	0.0066
60.4000	0.3213	0.0073	1.2227	0.0676	0.3140	0.0073
60.4100	0.3335	0.0080	1.2246	0.0721	0.3256	0.0080
60.4200	0.3458	0.0087	1.2249	0.0767	0.3371	0.0087
60.4300	0.3580	0.0095	1.2234	0.0814	0.3485	0.0095
60.4400	0.3702	0.0103	1.2198	0.0863	0.3598	0.0103
60.4500	0.3823	0.0112	1.2138	0.0914	0.3711	0.0112
60.4600	0.3944	0.0122	1.2052	0.0965	0.3823	0.0122
60.4700	0.4064	0.0132	1.1940	0.1018	0.3933	0.0132
60.4800	0.4183	0.0142	1.1805	0.1073	0.4041	0.0142
60.4900	0.4301	0.0153	1.1646	0.1128	0.4148	0.0153
60.5000	0.4416	0.0165	1.1467	0.1185	0.4252	0.0165
60.5100	0.4530	0.0177	1.1267	0.1243	0.4353	0.0177
60.5200	0.4642	0.0190	1.1047	0.1302	0.4452	0.0190
60.5300	0.4751	0.0203	1.0811	0.1362	0.4548	0.0203
60.5400	0.4858	0.0217	1.0557	0.1423	0.4641	0.0217
60.5500	0.4963	0.0231	1.0288	0.1485	0.4731	0.0231
60.5600	0.5064	0.0246	1.0004	0.1548	0.4818	0.0246
60.5700	0.5163	0.0262	0.9707	0.1611	0.4900	0.0262
60.5800	0.5258	0.0279	0.9398	0.1675	0.4979	0.0279
60.5900	0.5350	0.0296	0.9078	0.1740	0.5055	0.0296
60.6000	0.5439	0.0314	0.8747	0.1806	0.5126	0.0314
60.6100	0.5525	0.0332	0.8408	0.1872	0.5193	0.0332
60.6200	0.5607	0.0351	0.8060	0.1938	0.5256	0.0351
60.6300	0.5686	0.0371	0.7706	0.2005	0.5315	0.0371
60.6400	0.5761	0.0391	0.7346	0.2072	0.5370	0.0391
60.6500	0.5833	0.0412	0.6981	0.2139	0.5421	0.0412
60.6600	0.5901	0.0434	0.6612	0.2206	0.5467	0.0434
60.6700	0.5965	0.0456	0.6241	0.2274	0.5509	0.0456
60.6800	0.6025	0.0479	0.5870	0.2341	0.5546	0.0479
60.6900	0.6082	0.0503	0.5505	0.2408	0.5579	0.0503
60.7000	0.6136	0.0527	0.5144	0.2474	0.5609	0.0527
60.7100	0.6186	0.0553	0.4786	0.2541	0.5633	0.0553
60.7200	0.6232	0.0578	0.4431	0.2607	0.5654	0.0578
60.7300	0.6275	0.0605	0.4077	0.2672	0.5670	0.0605
60.7400	0.6314	0.0632	0.3725	0.2737	0.5683	0.0632
60.7500	0.6350	0.0659	0.3374	0.2802	0.5690	0.0659
60.7600	0.6382	0.0688	0.3023	0.2865	0.5694	0.0688
60.7700	0.6410	0.0717	0.2673	0.2928	0.5693	0.0717
60.7800	0.6435	0.0746	0.2322	0.2990	0.5689	0.0746
60.7900	0.6456	0.0776	0.1973	0.3051	0.5680	0.0776
60.8000	0.6474	0.0807	0.1623	0.3111	0.5667	0.0807
60.8100	0.6488	0.0839	0.1275	0.3170	0.5649	0.0839
60.8200	0.6499	0.0871	0.0927	0.3227	0.5628	0.0871
60.8300	0.6506	0.0903	0.0581	0.3284	0.5603	0.0903
60.8400	0.6510	0.0936	0.0237	0.3339	0.5574	0.0936
60.8500	0.6510	0.0970	-0.0104	0.3392	0.5540	0.0970
60.8600	0.6507	0.1004	-0.0441	0.3445	0.5503	0.1004
60.8700	0.6501	0.1039	-0.0774	0.3495	0.5462	0.1039
60.8800	0.6492	0.1074	-0.1102	0.3544	0.5418	0.1074
60.8900	0.6479	0.1110	-0.1422	0.3592	0.5370	0.1110
60.9000	0.6464	0.1146	-0.1735	0.3637	0.5318	0.1146
60.9100	0.6445	0.1183	-0.2038	0.3681	0.5262	0.1183
60.9200	0.6423	0.1220	-0.2331	0.3723	0.5203	0.1220
60.9300	0.6398	0.1257	-0.2610	0.3763	0.5141	0.1257
60.9400	0.6371	0.1295	-0.2877	0.3801	0.5076	0.1295
60.9500	0.6341	0.1333	-0.3132	0.3837	0.5008	0.1333
60.9600	0.6308	0.1372	-0.3374	0.3871	0.4937	0.1372
60.9700	0.6274	0.1411	-0.3604	0.3903	0.4863	0.1411
60.9800	0.6236	0.1450	-0.3822	0.3933	0.4787	0.1450
60.9900	0.6197	0.1489	-0.4027	0.3960	0.4708	0.1489
61.0000	0.6156	0.1529	-0.4220	0.3985	0.4627	0.1529
61.0100	0.6113	0.1569	-0.4400	0.4008	0.4544	0.1569
61.0200	0.6068	0.1609	-0.4568	0.4028	0.4459	0.1609
61.0300	0.6021	0.1649	-0.4724	0.4046	0.4372	0.1649
