t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0004	0.0000	0.0704	0.0000	0.0004	0.0000
60.0200	0.0014	0.0000	0.1404	0.0000	0.0014	0.0000
60.0300	0.0032	0.0000	0.2101	0.0001	0.0032	0.0000
60.0400	0.0056	0.0000	0.2793	0.0001	0.0056	0.0000
60.0500	0.0087	0.0000	0.3478	0.0002	0.0087	0.0000
60.0600	0.0126	0.0000	0.4155	0.0004	0.0126	0.0000
60.0700	0.0171	0.0000	0.4821	0.0006	0.0170	0.0000
60.0800	0.0222	0.0000	0.5473	0.0009	0.0222	0.0000
60.0900	0.0280	0.0000	0.6109	0.0013	0.0280	0.0000
60.1000	0.0344	0.0000	0.6728	0.0018	0.0344	0.0000
60.1100	0.0414	0.0001	0.7327	0.0024	0.0414	0.0001
60.1200	0.0491	0.0001	0.7907	0.0030	0.0490	0.0001
60.1300	0.0572	0.0001	0.8467	0.0038	0.0571	0.0001
60.1400	0.0660	0.0002	0.9005	0.0048	0.0658	0.0002
60.1500	0.0752	0.0002	0.9523	0.0058	0.0750	0.0002
60.1600	0.0850	0.0003	1.0021	0.0070	0.0847	0.0003
60.1700	0.0953	0.0004	1.0497	0.0083	0.0949	0.0004
60.1800	0.1060	0.0005	1.0952	0.0098	0.1056	0.0005
60.1900	0.1172	0.0006	1.1384	0.0114	0.1166	0.0006
60.2000	0.1288	0.0007	1.1793	0.0132	0.1281	0.0007
60.2100	0.1408	0.0008	1.2177	0.0152	0.1399	0.0008
60.2200	0.1531	0.0010	1.2537	0.0173	0.1521	0.0010
60.2300	0.1658	0.0012	1.2872	0.0196	0.1646	0.0012
60.2400	0.1789	0.0014	1.3182	0.0221	0.1775	0.0014
60.2500	0.1922	0.0016	1.3466	0.0248	0.1906	0.0016
60.2600	0.2058	0.0019	1.3725	0.0277	0.2039	0.0019
60.2700	0.2196	0.0022	1.3958	0.0307	0.2174	0.0022
60.2800	0.2337	0.0025	1.4166	0.0340	0.2312	0.0025
60.2900	0.2479	0.0029	1.4350	0.0374	0.2451	0.0029
60.3000	0.2624	0.0032	1.4511	0.0410	0.2591	0.0032
60.3100	0.2769	0.0037	1.4654	0.0448	0.2733	0.0037
60.3200	0.2917	0.0041	1.4780	0.0488	0.2875	0.0041
60.3300	0.3065	0.0046	1.4890	0.0530	0.3019	0.0046
60.3400	0.3215	0.0052	1.4987	0.0574	0.3163	0.0052
60.3500	0.3365	0.0058	1.5070	0.0620	0.3307	0.0058
60.3600	0.3516	0.0064	1.5140	0.0668	0.3452	0.0064
60.3700	0.3668	0.0071	1.5198	0.0718	0.3597	0.0071
60.3800	0.3821	0.0079	1.5242	0.0769	0.3742	0.0079
60.3900	0.3973	0.0087	1.5272	0.0823	0.3887	0.0087
60.4000	0.4126	0.0095	1.5286	0.0878	0.4031	0.0095
60.4100	0.4279	0.0104	1.5283	0.0935	0.4174	0.0104
60.4200	0.4431	0.0114	1.5259	0.0994	0.4317	0.0114
60.4300	0.4583	0.0124	1.5213	0.1055	0.4459	0.0124
60.4400	0.4735	0.0135	1.5141	0.1117	0.4600	0.0135
60.4500	0.4886	0.0147	1.5039	0.1182	0.4739	0.0147
60.4600	0.5036	0.0159	1.4907	0.1248	0.4877	0.0159
60.4700	0.5184	0.0171	1.4744	0.1315	0.5012	0.0171
60.4800	0.5331	0.0185	1.4554	0.1384	0.5146	0.0185
60.4900	0.5475	0.0199	1.4338	0.1455	0.5276	0.0199
60.5000	0.5618	0.0214	1.4097	0.1527	0.5404	0.0214
60.5100	0.5757	0.0230	1.3832	0.1600	0.5528	0.0230
60.5200	0.5894	0.0246	1.3546	0.1675	0.5648	0.0246
60.5300	0.6029	0.0263	1.3240	0.1751	0.5765	0.0263
60.5400	0.6159	0.0281	1.2915	0.1828	0.5878	0.0281
60.5500	0.6287	0.0300	1.2573	0.1906	0.5987	0.0300
60.5600	0.6411	0.0319	1.2215	0.1985	0.6092	0.0319
60.5700	0.6531	0.0339	1.1842	0.2065	0.6192	0.0339
60.5800	0.6648	0.0360	1.1457	0.2146	0.6287	0.0360
60.5900	0.6760	0.0382	1.1059	0.2228	0.6378	0.0382
60.6000	0.6869	0.0405	1.0651	0.2310	0.6464	0.0405
60.6100	0.6973	0.0429	1.0234	0.2393	0.6544	0.0429
60.6200	0.7073	0.0453	0.9809	0.2477	0.6620	0.0453
60.6300	0.7169	0.0478	0.9377	0.2560	0.6690	0.0478
60.6400	0.7260	0.0504	0.8940	0.2644	0.6756	0.0504
60.6500	0.7347	0.0531	0.8498	0.2728	0.6816	0.0531
60.6600	0.7430	0.0559	0.8054	0.2812	0.6871	0.0559
60.6700	0.7508	0.0587	0.7608	0.2896	0.6921	0.0587
60.6800	0.7582	0.0617	0.7170	0.2980	0.6965	0.0617
60.6900	0.7652	0.0647	0.6737	0.3064	0.7005	0.0647
60.7000	0.7718	0.0678	0.6311	0.3147	0.7040	0.0678
60.7100	0.7779	0.0710	0.5889	0.3230	0.7069	0.0710
