t	x1	x2	dx1	dx2	x1_rel	x2_rel
60.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
60.0100	0.0002	0.0000	0.0494	0.0000	0.0002	0.0000
60.0200	0.0010	0.0000	0.0987	0.0000	0.0010	0.0000
60.0300	0.0022	0.0000	0.1480	0.0000	0.0022	0.0000
60.0400	0.0039	0.0000	0.1971	0.0001	0.0039	0.0000
60.0500	0.0062	0.0000	0.2459	0.0002	0.0062	0.0000
60.0600	0.0089	0.0000	0.2943	0.0003	0.0089	0.0000
60.0700	0.0120	0.0000	0.3422	0.0005	0.0120	0.0000
60.0800	0.0157	0.0000	0.3893	0.0007	0.0157	0.0000
60.0900	0.0198	0.0000	0.4357	0.0009	0.0198	0.0000
60.1000	0.0244	0.0000	0.4810	0.0013	0.0244	0.0000
60.1100	0.0294	0.0000	0.5253	0.0017	0.0294	0.0000
60.1200	0.0349	0.0001	0.5684	0.0022	0.0348	0.0001
60.1300	0.0408	0.0001	0.6103	0.0027	0.0407	0.0001
60.1400	0.0471	0.0001	0.6510	0.0034	0.0470	0.0001
60.1500	0.0538	0.0002	0.6904	0.0041	0.0537	0.0002
60.1600	0.0609	0.0002	0.7285	0.0050	0.0607	0.0002
60.1700	0.0684	0.0003	0.7654	0.0059	0.0681	0.0003
60.1800	0.0762	0.0003	0.8009	0.0070	0.0759	0.0003
60.1900	0.0844	0.0004	0.8350	0.0082	0.0840	0.0004
60.2000	0.0929	0.0005	0.8676	0.0095	0.0924	0.0005
60.2100	0.1018	0.0006	0.8986	0.0109	0.1012	0.0006
60.2200	0.1109	0.0007	0.9280	0.0124	0.1102	0.0007
60.2300	0.1203	0.0008	0.9556	0.0141	0.1195	0.0008
60.2400	0.1300	0.0010	0.9816	0.0159	0.1290	0.0010
60.2500	0.1399	0.0012	1.0058	0.0179	0.1388	0.0012
60.2600	0.1501	0.0013	1.0282	0.0200	0.1488	0.0013
60.2700	0.1605	0.0016	1.0490	0.0222	0.1589	0.0016
60.2800	0.1711	0.0018	1.0680	0.0246	0.1693	0.0018
60.2900	0.1818	0.0020	1.0854	0.0271	0.1798	0.0020
60.3000	0.1928	0.0023	1.1012	0.0297	0.1905	0.0023
60.3100	0.2039	0.0026	1.1156	0.0325	0.2012	0.0026
60.3200	0.2151	0.0030	1.1288	0.0355	0.2121	0.0030
60.3300	0.2264	0.0034	1.1407	0.0386	0.2231	0.0034
60.3400	0.2379	0.0038	1.1514	0.0419	0.2342	0.0038
60.3500	0.2495	0.0042	1.1608	0.0453	0.2453	0.0042
60.3600	0.2611	0.0047	1.1689	0.0488	0.2565	0.0047
60.3700	0.2729	0.0052	1.1758	0.0525	0.2677	0.0052
60.3800	0.2847	0.0057	1.1813	0.0564	0.2789	0.0057
60.3900	0.2965	0.0063	1.1855	0.0604	0.2902	0.0063
60.4000	0.3084	0.0069	1.1883	0.0645	0.3015	0.0069
60.4100	0.3203	0.0076	1.1897	0.0688	0.3127	0.0076
60.4200	0.3322	0.0083	1.1894	0.0732	0.3239	0.0083
60.4300	0.3440	0.0090	1.1876	0.0778	0.3350	0.0090
60.4400	0.3559	0.0099	1.1841	0.0825	0.3460	0.0099
60.4500	0.3677	0.0107	1.1787	0.0873	0.3570	0.0107
60.4600	0.3794	0.0116	1.1713	0.0923	0.3678	0.0116
60.4700	0.3911	0.0125	1.1619	0.0974	0.3785	0.0125
60.4800	0.4027	0.0135	1.1503	0.1027	0.3891	0.0135
60.4900	0.4141	0.0146	1.1367	0.1080	0.3995	0.0146
60.5000	0.4254	0.0157	1.1212	0.1135	0.4097	0.0157
60.5100	0.4365	0.0169	1.1039	0.1191	0.4197	0.0169
60.5200	0.4475	0.0181	1.0849	0.1248	0.4294	0.0181
60.5300	0.4583	0.0194	1.0644	0.1306	0.4389	0.0194
60.5400	0.4688	0.0207	1.0423	0.1365	0.4481	0.0207
60.5500	0.4791	0.0221	1.0187	0.1425	0.4570	0.0221
60.5600	0.4892	0.0235	0.9937	0.1485	0.4656	0.0235
60.5700	0.4990	0.0251	0.9674	0.1547	0.4739	0.0251
60.5800	0.5085	0.0266	0.9399	0.1609	0.4819	0.0266
60.5900	0.5178	0.0283	0.9112	0.1672	0.4895	0.0283
60.6000	0.5268	0.0300	0.8815	0.1736	0.4968	0.0300
60.6100	0.5354	0.0317	0.8509	0.1800	0.5037	0.0317
60.6200	0.5438	0.0336	0.8193	0.1864	0.5102	0.0336
60.6300	0.5518	0.0355	0.7870	0.1929	0.5163	0.0355
60.6400	0.5595	0.0374	0.7540	0.1994	0.5220	0.0374
60.6500	0.5668	0.0395	0.7205	0.2060	0.5274	0.0395
60.6600	0.5739	0.0416	0.6865	0.2125	0.5323	0.0416
60.6700	0.5805	0.0437	0.6521	0.2191	0.5368	0.0437
60.6800	0.5869	0.0459	0.6175	0.2257	0.5409	0.0459
60.6900	0.5929	0.0482	0.5827	0.2322	0.5446	0.0482
60.7000	0.5985	0.0506	0.5479	0.2388	0.5479	0.0506
60.7100	0.6038	0.0530	0.5133	0.2453	0.5508	0.0530
60.7200	0.6088	0.0555	0.4787	0.2518	0.5533	0.0555
60.7300	0.6134	0.0581	0.4443	0.2582	0.5554	0.0581
60.7400	0.6177	0.0607	0.4101	0.2647	0.5570	0.0607
60.7500	0.6216	0.0633	0.3759	0.2710	0.5583	0.0633
60.7600	0.6252	0.0661	0.3419	0.2773	0.5592	0.0661
60.7700	0.6285	0.0689	0.3080	0.2835	0.5596	0.0689
60.7800	0.6314	0.0717	0.2742	0.2896	0.5597	0.0717
60.7900	0.6340	0.0747	0.2405	0.2957	0.5593	0.0747
60.8000	0.6362	0.0777	0.2070	0.3017	0.5586	0.0777
60.8100	0.6381	0.0807	0.1736	0.3075	0.5574	0.0807
60.8200	0.6397	0.0838	0.1404	0.3133	0.5559	0.0838
60.8300	0.6409	0.0870	0.1075	0.3189	0.5540	0.0870
60.8400	0.6418	0.0902	0.0748	0.3244	0.5516	0.0902
60.8500	0.6424	0.0935	0.0424	0.3298	0.5489	0.0935
60.8600	0.6427	0.0968	0.0104	0.3351	0.5459	0.0968
60.8700	0.6426	0.1002	-0.0212	0.3402	0.5424	0.1002
60.8800	0.6422	0.1036	-0.0524	0.3451	0.5386	0.1036
60.8900	0.6415	0.1071	-0.0831	0.3499	0.5345	0.1071
60.9000	0.6405	0.1106	-0.1131	0.3546	0.5299	0.1106
60.9100	0.6392	0.1142	-0.1426	0.3590	0.5251	0.1142
60.9200	0.6377	0.1178	-0.1713	0.3633	0.5199	0.1178
60.9300	0.6358	0.1214	-0.1992	0.3675	0.5144	0.1214
60.9400	0.6337	0.1251	-0.2262	0.3714	0.5086	0.1251
60.9500	0.6313	0.1289	-0.2522	0.3752	0.5024	0.1289
60.9600	0.6287	0.1326	-0.2771	0.3787	0.4960	0.1326
60.9700	0.6258	0.1364	-0.3009	0.3820	0.4893	0.1364
60.9800	0.6227	0.1403	-0.3234	0.3852	0.4824	0.1403
60.9900	0.6193	0.1441	-0.3446	0.3881	0.4752	0.1441
61.0000	0.6158	0.1480	-0.3648	0.3908	0.4677	0.1480
61.0100	0.6120	0.1520	-0.3839	0.3933	0.4601	0.1520
61.0200	0.6081	0.1559	-0.4018	0.3956	0.4522	0.1559
61.0300	0.6040	0.1599	-0.4186	0.3977	0.4441	0.1599
61.0400	0.5997	0.1638	-0.4342	0.3995	0.4359	0.1638
61.0500	0.5953	0.1679	-0.4485	0.4011	0.4274	0.1679
61.0600	0.5907	0.1719	-0.4615	0.4024	0.4189	0.1719
61.0700	0.5861	0.1759	-0.4731	0.4035	0.4102	0.1759
61.0800	0.5813	0.1799	-0.4834	0.4044	0.4013	0.1799
61.0900	0.5764	0.1840	-0.4923	0.4050	0.3924	0.1840
61.1000	0.5715	0.1880	-0.4998	0.4054	0.3834	0.1880
61.1100	0.5664	0.1921	-0.5058	0.4055	0.3743	0.1921
61.1200	0.5614	0.1961	-0.5104	0.4054	0.3652	0.1961
61.1300	0.5562	0.2002	-0.5135	0.4051	0.3560	0.2002
61.1400	0.5511	0.2042	-0.5151	0.4045	0.3469	0.2042
61.1500	0.5459	0.2083	-0.5153	0.4036	0.3377	0.2083
61.1600	0.5408	0.2123	-0.5139	0.4025	0.3285	0.2123
61.1700	0.5357	0.2163	-0.5111	0.4012	0.3193	0.2163
61.1800	0.5306	0.2203	-0.5068	0.3996	0.3102	0.2203
61.1900	0.5255	0.2243	-0.5010	0.3978	0.3012	0.2243
61.2000	0.5206	0.2283	-0.4938	0.3957	0.2923	0.2283
61.2100	0.5157	0.2322	-0.4851	0.3934	0.2834	0.2322
61.2200	0.5108	0.2362	-0.4750	0.3909	0.2747	0.2362
61.2300	0.5062	0.2401	-0.4635	0.3881	0.2661	0.2401
61.2400	0.5016	0.2439	-0.4510	0.3851	0.2576	0.2439
61.2500	0.4971	0.2478	-0.4374	0.3819	0.2493	0.2478
61.2600	0.4928	0.2516	-0.4227	0.3784	0.2412	0.2516
61.2700	0.4886	0.2553	-0.4068	0.3747	0.2333	0.2553
61.2800	0.4846	0.2591	-0.3898	0.3709	0.2256	0.2591
61.2900	0.4808	0.2628	-0.3716	0.3668	0.2180	0.2628
61.3000	0.4772	0.2664	-0.3523	0.3625	0.2108	0.2664
61.3100	0.4738	0.2700	-0.3318	0.3580	0.2038	0.2700
61.3200	0.4706	0.2736	-0.3102	0.3532	0.1970	0.2736
61.3300	0.4676	0.2771	-0.2875	0.3483	0.1905	0.2771
61.3400	0.4648	0.2805	-0.2638	0.3433	0.1843	0.2805
61.3500	0.4623	0.2839	-0.2391	0.3380	0.1784	0.2839
61.3600	0.4601	0.2873	-0.2135	0.3325	0.1728	0.2873
61.3700	0.4581	0.2906	-0.1871	0.3269	0.1675	0.2906
61.3800	0.4564	0.2938	-0.1600	0.3211	0.1626	0.2938
61.3900	0.4549	0.2970	-0.1321	0.3152	0.1579	0.2970
61.4000	0.4538	0.3001	-0.1038	0.3091	0.1536	0.3001
61.4100	0.4529	0.3032	-0.0750	0.3028	0.1497	0.3032
61.4200	0.4523	0.3062	-0.0460	0.2965	0.1461	0.3062
61.4300	0.4520	0.3091	-0.0168	0.2900	0.1428	0.3091
61.4400	0.4519	0.3120	0.0125	0.2833	0.1399	0.3120
61.4500	0.4522	0.3148	0.0415	0.2766	0.1374	0.3148
61.4600	0.4527	0.3175	0.0703	0.2697	0.1352	0.3175
61.4700	0.4536	0.3202	0.0985	0.2628	0.1334	0.3202
61.4800	0.4547	0.3228	0.1263	0.2557	0.1319	0.3228
61.4900	0.4561	0.3253	0.1536	0.2486	0.1308	0.3253
61.5000	0.4577	0.3277	0.1804	0.2414	0.1300	0.3277
61.5100	0.4597	0.3301	0.2069	0.2341	0.1296	0.3301
61.5200	0.4619	0.3324	0.2330	0.2267	0.1295	0.3324
61.5300	0.4643	0.3346	0.2588	0.2193	0.1297	0.3346
61.5400	0.4670	0.3368	0.2842	0.2118	0.1302	0.3368
61.5500	0.4700	0.3389	0.3092	0.2043	0.1311	0.3389
61.5600	0.4732	0.3409	0.3339	0.1968	0.1323	0.3409
61.5700	0.4767	0.3428	0.3582	0.1892	0.1339	0.3428
61.5800	0.4804	0.3447	0.3822	0.1816	0.1357	0.3447
61.5900	0.4844	0.3465	0.4058	0.1739	0.1379	0.3465
61.6000	0.4886	0.3482	0.4289	0.1663	0.1404	0.3482
61.6100	0.4930	0.3498	0.4517	0.1586	0.1432	0.3498
61.6200	0.4976	0.3513	0.4741	0.1510	0.1463	0.3513
61.6300	0.5025	0.3528	0.4959	0.1433	0.1497	0.3528
61.6400	0.5076	0.3542	0.5172	0.1357	0.1534	0.3542
61.6500	0.5129	0.3555	0.5380	0.1281	0.1573	0.3555
61.6600	0.5183	0.3568	0.5582	0.1205	0.1616	0.3568
61.6700	0.5240	0.3579	0.5777	0.1130	0.1661	0.3579
61.6800	0.5299	0.3590	0.5966	0.1054	0.1709	0.3590
61.6900	0.5359	0.3600	0.6146	0.0980	0.1759	0.3600
61.7000	0.5421	0.3610	0.6318	0.0905	0.1812	0.3610
61.7100	0.5485	0.3618	0.6481	0.0832	0.1867	0.3618
61.7200	0.5551	0.3626	0.6635	0.0759	0.1925	0.3626
61.7300	0.5618	0.3633	0.6778	0.0686	0.1984	0.3633
61.7400	0.5686	0.3640	0.6909	0.0614	0.2046	0.3640
61.7500	0.5756	0.3646	0.7028	0.0543	0.2110	0.3646
61.7600	0.5827	0.3651	0.7140	0.0473	0.2176	0.3651
61.7700	0.5899	0.3655	0.7248	0.0404	0.2243	0.3655
61.7800	0.5972	0.3659	0.7351	0.0335	0.2313	0.3659
61.7900	0.6046	0.3662	0.7447	0.0268	0.2384	0.3662
61.8000	0.6121	0.3664	0.7535	0.0201	0.2457	0.3664
61.8100	0.6197	0.3666	0.7614	0.0136	0.2531	0.3666
61.8200	0.6273	0.3667	0.7683	0.0071	0.2606	0.3667
61.8300	0.6350	0.3667	0.7742	0.0008	0.2683	0.3667
61.8400	0.6428	0.3667	0.7789	-0.0054	0.2761	0.3667
61.8500	0.6506	0.3666	0.7824	-0.0115	0.2840	0.3666
61.8600	0.6584	0.3665	0.7846	-0.0175	0.2919	0.3665
61.8700	0.6662	0.3663	0.7856	-0.0234	0.2999	0.3663
61.8800	0.6741	0.3660	0.7851	-0.0291	0.3080	0.3660
61.8900	0.6819	0.3657	0.7834	-0.0347	0.3162	0.3657
61.9000	0.6897	0.3653	0.7802	-0.0402	0.3244	0.3653
61.9100	0.6975	0.3649	0.7757	-0.0455	0.3326	0.3649
61.9200	0.7052	0.3644	0.7699	-0.0507	0.3408	0.3644
61.9300	0.7129	0.3639	0.7626	-0.0558	0.3490	0.3639
61.9400	0.7204	0.3633	0.7541	-0.0608	0.3571	0.3633
61.9500	0.7280	0.3627	0.7444	-0.0656	0.3653	0.3627
61.9600	0.7354	0.3620	0.7334	-0.0702	0.3734	0.3620
61.9700	0.7426	0.3613	0.7213	-0.0748	0.3814	0.3613
61.9800	0.7498	0.3605	0.7081	-0.0792	0.3893	0.3605
61.9900	0.7568	0.3597	0.6939	-0.0835	0.3971	0.3597
62.0000	0.7637	0.3588	0.6790	-0.0876	0.4049	0.3588
62.0100	0.7704	0.3579	0.6638	-0.0916	0.4125	0.3579
62.0200	0.7770	0.3570	0.6483	-0.0954	0.4200	0.3570
62.0300	0.7834	0.3560	0.6324	-0.0992	0.4274	0.3560
62.0400	0.7897	0.3550	0.6162	-0.1028	0.4347	0.3550
62.0500	0.7958	0.3540	0.5995	-0.1062	0.4418	0.3540
62.0600	0.8017	0.3529	0.5823	-0.1096	0.4488	0.3529
62.0700	0.8074	0.3518	0.5647	-0.1128	0.4557	0.3518
62.0800	0.8130	0.3506	0.5465	-0.1158	0.4624	0.3506
62.0900	0.8184	0.3495	0.5278	-0.1188	0.4689	0.3495
62.1000	0.8235	0.3483	0.5085	-0.1216	0.4753	0.3483
62.1100	0.8285	0.3470	0.4887	-0.1243	0.4815	0.3470
62.1200	0.8333	0.3458	0.4682	-0.1268	0.4875	0.3458
62.1300	0.8379	0.3445	0.4473	-0.1293	0.4934	0.3445
62.1400	0.8422	0.3432	0.4257	-0.1316	0.4990	0.3432
